admin4Name_en,admin4Name_alias,admin4Pcode,admin3Name_en,admin3Name_alias,admin3Pcode,admin2Name_en,admin2Name_alias,admin2Pcode,admin1Name_en,admin1Name_alias,admin1Pcode,admin0Name_en,admin0Name_alias,admin0Pcode
Sammanthranapura,Sammanthranapura,LK1103005,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mattakkuliya,Mattakkuliya,LK1103010,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Modara,Modara,LK1103015,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Madampitiya,Madampitiya,LK1103020,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mahawatta,Mahawatta,LK1103025,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Aluthmawatha,Aluthmawatha,LK1103030,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Lunupokuna,Lunupokuna,LK1103035,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Bloemendhal,Bloemendhal,LK1103040,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kotahena East,Kotahena East,LK1103045,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kotahena West,Kotahena West,LK1103050,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kochchikade North,Kochchikade North,LK1103055,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Jinthupitiya,Jinthupitiya,LK1103060,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Masangasweediya,Masangasweediya,LK1103065,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
New Bazaar,New Bazaar,LK1103070,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Grandpass South,Grandpass South,LK1103075,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Grandpass North,Grandpass North,LK1103080,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Nawagampura,Nawagampura,LK1103085,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maligawatta East,Maligawatta East,LK1103090,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Khettarama,Khettarama,LK1103095,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Aluthkade East,Aluthkade East,LK1103100,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Aluthkade West,Aluthkade West,LK1103105,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kochchikade South,Kochchikade South,LK1103110,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pettah,Pettah,LK1103115,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Fort,Fort,LK1103120,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Galle Face,Galle Face,LK1103125,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Slave Island,Slave Island,LK1103130,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hunupitiya,Hunupitiya,LK1103135,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Suduwella,Suduwella,LK1103140,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Keselwatta,Keselwatta,LK1103145,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Panchikawatta,Panchikawatta,LK1103150,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maligawatta West,Maligawatta West,LK1103155,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maligakanda,Maligakanda,LK1103160,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maradana,Maradana,LK1103165,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ibbanwala,Ibbanwala,LK1103170,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wekanda,Wekanda,LK1103175,Colombo,Colombo,LK1103,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wadulla,Wadulla,LK1106005,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Sedawatta,Sedawatta,LK1106010,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Halmulla,Halmulla,LK1106015,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kotuvila,Kotuvila,LK1106020,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Veheragoda,Veheragoda,LK1106025,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Orugodawatta,Orugodawatta,LK1106030,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Meethotamulla,Meethotamulla,LK1106035,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Welewatta,Welewatta,LK1106040,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kittampahuwa,Kittampahuwa,LK1106045,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wennawatta,Wennawatta,LK1106050,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maha Buthgamuwa B,Maha Buthgamuwa B,LK1106055,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kuda Buthgamuwa,Kuda Buthgamuwa,LK1106060,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kelanimulla,Kelanimulla,LK1106065,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ambathale,Ambathale,LK1106070,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mulleriyawa North,Mulleriyawa North,LK1106075,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Belagama,Belagama,LK1106080,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kotikawatta East,Kotikawatta East,LK1106085,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maha Buthgamuwa A,Maha Buthgamuwa A,LK1106090,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maha Buthgamuwa C,Maha Buthgamuwa C,LK1106095,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wellampitiya,Wellampitiya,LK1106100,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kuruniyawatta,Kuruniyawatta,LK1106105,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kolonnawa,Kolonnawa,LK1106110,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Dahampura,Dahampura,LK1106115,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Singhapura,Singhapura,LK1106120,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Megoda Kolonnawa,Megoda Kolonnawa,LK1106125,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Bopetta,Bopetta,LK1106130,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Batalandahena,Batalandahena,LK1106135,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kotikawatta West,Kotikawatta West,LK1106140,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mulleriyawa South,Mulleriyawa South,LK1106145,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Malgama,Malgama,LK1106150,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Udumulla North,Udumulla North,LK1106155,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maligagodella,Maligagodella,LK1106160,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Rajasinghagama,Rajasinghagama,LK1106165,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Udumulla South,Udumulla South,LK1106170,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Himbutana East,Himbutana East,LK1106175,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Himbutana West,Himbutana West,LK1106180,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Malpura,Malpura,LK1106185,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gothatuwa New Town,Gothatuwa New Town,LK1106190,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kajugahawatta,Kajugahawatta,LK1106195,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gothatuwa,Gothatuwa,LK1106200,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Salamulla,Salamulla,LK1106205,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wijayapura,Wijayapura,LK1106210,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gajabapura,Gajabapura,LK1106215,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Madinnagoda,Madinnagoda,LK1106220,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Elhena,Elhena,LK1106225,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Dodamgahahena,Dodamgahahena,LK1106230,Kolonnawa,Kolonnawa,LK1106,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Welivita,Welivita,LK1109005,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Raggahawatta,Raggahawatta,LK1109010,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hewagama,Hewagama,LK1109015,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kaduwela,Kaduwela,LK1109020,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Bomiriya A,Pahala Bomiriya A,LK1109025,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ihala Bomiriya,Ihala Bomiriya,LK1109030,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wekewatta,Wekewatta,LK1109035,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Nawagamuwa,Nawagamuwa,LK1109040,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Bomiriya B,Pahala Bomiriya B,LK1109045,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Welihinda,Welihinda,LK1109050,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kothalawala,Kothalawala,LK1109055,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mahadeniya,Mahadeniya,LK1109060,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thalahena North,Thalahena North,LK1109065,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Malabe North,Malabe North,LK1109070,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thunadahena,Thunadahena,LK1109075,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Korathota,Korathota,LK1109080,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Nawagamuwa South,Nawagamuwa South,LK1109085,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Batewela,Batewela,LK1109090,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ranala,Ranala,LK1109095,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Dedigamuwa,Dedigamuwa,LK1109100,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Embilladeniya,Embilladeniya,LK1109105,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Welipillewa,Welipillewa,LK1109110,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Shanthalokagama,Shanthalokagama,LK1109115,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pore,Pore,LK1109120,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Malabe East,Malabe East,LK1109125,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Malabe West,Malabe West,LK1109130,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thalangama North B,Thalangama North B,LK1109135,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thalahena South,Thalahena South,LK1109140,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Muttettugoda,Muttettugoda,LK1109145,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thalangama North A,Thalangama North A,LK1109150,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Walpola,Walpola,LK1109155,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kalapaluwawa,Kalapaluwawa,LK1109160,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kotuwegoda,Kotuwegoda,LK1109165,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Subhoothipura,Subhoothipura,LK1109170,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Udumulla,Udumulla,LK1109175,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Battaramulla North,Battaramulla North,LK1109180,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Batapotha,Batapotha,LK1109185,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pothuarawa,Pothuarawa,LK1109190,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hokandara North,Hokandara North,LK1109195,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Oruwala,Oruwala,LK1109200,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Athurugiriya,Athurugiriya,LK1109205,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thaldiyawala,Thaldiyawala,LK1109210,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Boralugoda,Boralugoda,LK1109215,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hokandara East,Hokandara East,LK1109220,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Arangala,Arangala,LK1109225,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Evarihena,Evarihena,LK1109230,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kumaragewatta,Kumaragewatta,LK1109235,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Jayawadanagama,Jayawadanagama,LK1109240,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Aruppitiya,Aruppitiya,LK1109245,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Asiri Uyana,Asiri Uyana,LK1109250,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Battaramulla South,Battaramulla South,LK1109255,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Rajamalwatta,Rajamalwatta,LK1109260,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahalawela,Pahalawela,LK1109265,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wickramasinghapura,Wickramasinghapura,LK1109270,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wellangiriya,Wellangiriya,LK1109275,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hokandara South,Hokandara South,LK1109280,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Athurugiriya South,Athurugiriya South,LK1109285,Kaduwela,Kaduwela,LK1109,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Jalthara,Jalthara,LK1112005,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Henpita,Henpita,LK1112010,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Atigala West,Atigala West,LK1112015,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Atigala East,Atigala East,LK1112020,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Batawala,Batawala,LK1112025,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Walpita,Walpita,LK1112030,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Nawalamulla,Nawalamulla,LK1112035,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Meegasmulla,Meegasmulla,LK1112040,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Habarakada North,Habarakada North,LK1112045,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mullegama North,Mullegama North,LK1112050,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mullegama South,Mullegama South,LK1112055,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Habarakada South,Habarakada South,LK1112060,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Panagoda Town,Panagoda Town,LK1112065,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Henawatta,Henawatta,LK1112070,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Meegoda North,Meegoda North,LK1112075,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Panaluwa,Panaluwa,LK1112080,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Watareka North,Watareka North,LK1112085,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Meegoda South,Meegoda South,LK1112090,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Godagama North,Godagama North,LK1112095,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Panagoda West,Panagoda West,LK1112100,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Panagoda East,Panagoda East,LK1112105,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Habarakada Watta,Habarakada Watta,LK1112110,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Homagama North,Homagama North,LK1112115,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Homagama West,Homagama West,LK1112120,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Homagama South,Homagama South,LK1112125,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Galavilawatta North,Galavilawatta North,LK1112130,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Homagama Town,Homagama Town,LK1112135,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Homagama East,Homagama East,LK1112140,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pitipana Town,Pitipana Town,LK1112145,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Godagama South,Godagama South,LK1112150,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kurunduwatta,Kurunduwatta,LK1112155,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
